,internet_service_type_id,internet_service_type,payment_type_id,payment_type,contract_type_id,contract_type,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn
2235,1,DSL,1,Electronic check,1,Month-to-month,9206-GVPEQ,Male,0,Yes,No,13,No,No phone service,Yes,No,No,Yes,Yes,Yes,Yes,54.45,706.85,Yes
2236,1,DSL,1,Electronic check,2,One year,9207-ZPANB,Male,0,No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,67.45,2443.3,No
2237,1,DSL,1,Electronic check,2,One year,9209-NWPGU,Male,0,No,No,44,Yes,No,Yes,No,No,Yes,Yes,No,No,65.4,2774.55,No
2238,1,DSL,4,Credit card (automatic),1,Month-to-month,9210-IAHGH,Female,0,No,No,7,Yes,No,No,No,No,Yes,Yes,Yes,Yes,70.75,450.8,Yes
2239,1,DSL,2,Mailed check,1,Month-to-month,9214-EKVXR,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,44.0,44,No
2240,1,DSL,4,Credit card (automatic),3,Two year,9220-CXRSC,Female,0,Yes,Yes,69,Yes,Yes,Yes,No,No,Yes,No,No,No,61.4,4059.85,No
2241,1,DSL,2,Mailed check,3,Two year,9224-VTYID,Male,0,Yes,Yes,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.5,4318.35,No
2242,1,DSL,1,Electronic check,3,Two year,9225-BZLNZ,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,85.25,6083.1,No
2243,1,DSL,1,Electronic check,1,Month-to-month,9227-LUNBG,Female,0,No,No,1,No,No phone service,No,No,No,No,No,No,No,24.6,24.6,Yes
2244,1,DSL,3,Bank transfer (automatic),3,Two year,9227-YBAXE,Female,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,82.5,5215.1,No
2245,1,DSL,2,Mailed check,3,Two year,9236-NDUCW,Female,0,No,No,21,No,No phone service,Yes,No,No,Yes,No,No,No,35.1,770.4,No
2246,1,DSL,1,Electronic check,1,Month-to-month,9239-ZBZZV,Female,0,No,No,6,No,No phone service,No,No,Yes,No,Yes,Yes,Yes,47.95,305.1,Yes
2247,1,DSL,4,Credit card (automatic),3,Two year,9242-TKFSV,Male,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.1,4754.3,No
2248,1,DSL,2,Mailed check,1,Month-to-month,9244-ZVAPM,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,45.6,45.6,No
2249,1,DSL,2,Mailed check,2,One year,9251-WNSOD,Female,0,Yes,No,67,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,75.1,5064.45,No
2250,1,DSL,4,Credit card (automatic),2,One year,9253-VIFJQ,Male,0,Yes,No,65,Yes,Yes,Yes,Yes,Yes,No,No,No,No,67.05,4309.55,No
2251,1,DSL,1,Electronic check,1,Month-to-month,9259-PACGQ,Female,0,Yes,No,34,Yes,Yes,Yes,Yes,No,Yes,No,No,No,62.65,2274.9,Yes
2252,1,DSL,2,Mailed check,1,Month-to-month,9261-WDCAF,Male,0,No,No,3,Yes,No,No,No,No,No,No,Yes,No,54.65,189.1,No
2253,1,DSL,4,Credit card (automatic),1,Month-to-month,9269-CQOOL,Male,0,No,Yes,3,Yes,No,No,No,No,No,Yes,No,Yes,54.7,169.45,Yes
2254,1,DSL,3,Bank transfer (automatic),3,Two year,9281-CEDRU,Female,0,Yes,No,68,Yes,No,No,Yes,No,Yes,Yes,No,No,64.1,4326.25,No
2255,1,DSL,1,Electronic check,1,Month-to-month,9281-PKKZE,Female,0,Yes,No,46,No,No phone service,No,No,No,No,Yes,Yes,Yes,43.95,2007.85,No
2256,1,DSL,4,Credit card (automatic),3,Two year,9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,No,No,No,45.25,3139.8,No
2257,1,DSL,2,Mailed check,2,One year,9289-LBQVU,Male,0,Yes,No,64,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,70.15,4480.7,No
2258,1,DSL,3,Bank transfer (automatic),3,Two year,9297-EONCV,Female,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,91.35,6697.2,No
2259,1,DSL,1,Electronic check,3,Two year,9297-FVVDH,Female,0,Yes,Yes,57,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,84.5,4845.4,No
2260,1,DSL,1,Electronic check,1,Month-to-month,9308-ANMVE,Male,0,No,Yes,47,Yes,No,Yes,Yes,No,No,No,No,Yes,55.3,2654.05,No
2261,1,DSL,4,Credit card (automatic),2,One year,9309-BZGNT,Male,1,Yes,No,69,No,No phone service,No,No,Yes,No,No,No,Yes,29.8,2134.3,No
2262,1,DSL,1,Electronic check,2,One year,9314-QDMDW,Male,0,No,No,11,Yes,No,No,Yes,No,No,Yes,No,Yes,61.25,729.95,No
2263,1,DSL,2,Mailed check,1,Month-to-month,9327-QSDED,Male,0,No,No,8,Yes,No,No,No,No,No,No,No,No,43.55,335.4,No
2264,1,DSL,2,Mailed check,2,One year,9330-DHBFL,Female,0,Yes,Yes,23,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,66.25,1533.8,No
2265,1,DSL,1,Electronic check,1,Month-to-month,9332-GYWLO,Female,0,Yes,Yes,6,Yes,No,No,No,No,No,Yes,No,No,54.85,355.1,No
2266,1,DSL,3,Bank transfer (automatic),3,Two year,9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,85.95,6151.9,No
2267,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9342-VNIMQ,Male,0,No,No,33,Yes,Yes,No,Yes,No,No,No,No,Yes,54.65,1665.2,No
2268,1,DSL,4,Credit card (automatic),3,Two year,9348-ROUAI,Female,0,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,90.3,5194.05,No
2269,1,DSL,4,Credit card (automatic),1,Month-to-month,9348-YVOMK,Male,0,No,No,4,Yes,No,No,No,No,No,No,No,Yes,44.8,176.2,No
2270,1,DSL,4,Credit card (automatic),1,Month-to-month,9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,66.4,2727.8,No
2271,1,DSL,1,Electronic check,2,One year,9357-UJRUN,Male,0,Yes,No,24,Yes,Yes,Yes,No,No,Yes,No,No,Yes,58.35,1346.9,No
2272,1,DSL,4,Credit card (automatic),3,Two year,9359-JANWS,Female,0,Yes,No,65,Yes,No,Yes,No,Yes,Yes,No,No,No,58.9,3857.1,No
2273,1,DSL,3,Bank transfer (automatic),2,One year,9359-UGBTK,Female,0,No,No,67,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,72.35,4991.5,No
2274,1,DSL,4,Credit card (automatic),1,Month-to-month,9362-MWODR,Female,0,No,Yes,40,Yes,No,Yes,No,No,Yes,Yes,No,Yes,64.1,2460.35,No
2275,1,DSL,3,Bank transfer (automatic),3,Two year,9372-TXXPS,Female,0,Yes,No,60,Yes,No,Yes,Yes,No,Yes,No,No,No,59.85,3483.45,No
2276,1,DSL,1,Electronic check,1,Month-to-month,9373-WSLOY,Male,1,Yes,No,33,No,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,50.0,1750.85,No
2277,1,DSL,2,Mailed check,1,Month-to-month,9375-MHRRS,Male,0,No,No,6,Yes,No,No,No,No,Yes,No,No,No,50.05,288.35,No
2278,1,DSL,4,Credit card (automatic),2,One year,9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,No,No,No,No,Yes,Yes,Yes,70.15,3715.65,Yes
2279,1,DSL,4,Credit card (automatic),1,Month-to-month,9381-NDKME,Female,1,Yes,No,24,No,No phone service,No,No,Yes,No,No,Yes,Yes,40.65,933.3,Yes
2280,1,DSL,4,Credit card (automatic),3,Two year,9385-NXKDA,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,82.65,5919.35,No
2281,1,DSL,1,Electronic check,2,One year,9388-ZEYVT,Male,0,No,No,43,No,No phone service,No,No,Yes,Yes,No,Yes,No,44.15,1931.3,No
2282,1,DSL,2,Mailed check,1,Month-to-month,9396-ZSFLL,Female,0,No,No,15,Yes,Yes,No,No,No,No,No,No,No,48.85,631.4,No
2283,1,DSL,3,Bank transfer (automatic),2,One year,9411-TPQQV,Female,0,No,No,40,No,No phone service,Yes,No,No,Yes,Yes,Yes,Yes,54.55,2236.2,No
2284,1,DSL,1,Electronic check,1,Month-to-month,9415-TPKRV,Female,0,Yes,Yes,8,Yes,Yes,No,Yes,No,No,No,No,No,55.75,446.8,No
2285,1,DSL,3,Bank transfer (automatic),3,Two year,9415-ZNBSX,Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,89.0,6293.2,No
2286,1,DSL,3,Bank transfer (automatic),3,Two year,9435-JMLSX,Male,0,Yes,No,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,86.1,6045.9,No
2287,1,DSL,4,Credit card (automatic),3,Two year,9443-JUBUO,Male,0,Yes,Yes,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.25,4478.85,No
2288,1,DSL,4,Credit card (automatic),1,Month-to-month,9448-REEVD,Male,0,Yes,No,1,Yes,No,No,No,No,No,No,No,No,44.7,44.7,Yes
2289,1,DSL,2,Mailed check,3,Two year,9453-PATOS,Female,0,Yes,No,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,85.1,6155.4,No
2290,1,DSL,2,Mailed check,1,Month-to-month,9462-MJUAW,Male,0,No,No,4,Yes,Yes,No,No,No,No,No,No,No,50.4,206.6,Yes
2291,1,DSL,4,Credit card (automatic),2,One year,9470-RTWDV,Male,0,Yes,Yes,26,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,82.0,2083.1,No
2292,1,DSL,3,Bank transfer (automatic),2,One year,9470-YFUYI,Male,1,Yes,No,71,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,71.0,5012.1,No
2293,1,DSL,2,Mailed check,2,One year,9473-CBZOP,Female,0,No,No,28,Yes,Yes,Yes,No,Yes,No,No,No,No,59.0,1654.45,No
2294,1,DSL,1,Electronic check,1,Month-to-month,9474-PHLYD,Female,0,No,No,15,Yes,No,No,No,Yes,No,No,Yes,Yes,59.45,892.65,Yes
2295,1,DSL,4,Credit card (automatic),3,Two year,9477-LGWQI,Male,0,Yes,Yes,70,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,80.15,5600.15,No
2296,1,DSL,4,Credit card (automatic),3,Two year,9479-HYNYL,Female,0,Yes,No,71,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,80.7,5705.05,No
2297,1,DSL,4,Credit card (automatic),1,Month-to-month,9481-SFCQY,Female,0,No,Yes,14,Yes,No,No,No,Yes,No,Yes,No,Yes,59.8,824.85,No
2298,1,DSL,4,Credit card (automatic),3,Two year,9481-WHGWY,Female,0,Yes,Yes,70,Yes,No,Yes,No,No,Yes,Yes,Yes,No,75.35,5437.75,No
2299,1,DSL,3,Bank transfer (automatic),3,Two year,9488-FVZCC,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,79.5,5661.7,No
2300,1,DSL,4,Credit card (automatic),3,Two year,9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,69.2,4872.35,No
2301,1,DSL,4,Credit card (automatic),3,Two year,9489-JMTTN,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,89.75,6595.9,No
2302,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9489-UTFKA,Male,1,Yes,No,8,Yes,No,Yes,No,No,No,Yes,No,No,60.9,551.95,No
2303,1,DSL,4,Credit card (automatic),2,One year,9495-REDIY,Male,0,No,Yes,25,No,No phone service,Yes,No,No,No,Yes,No,Yes,40.65,970.55,No
2304,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9496-IVVRP,Female,0,Yes,Yes,11,Yes,No,Yes,No,No,No,No,No,No,51.0,581.7,No
2305,1,DSL,3,Bank transfer (automatic),3,Two year,9499-XPZXM,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,No,No,No,64.75,4804.75,No
2306,1,DSL,1,Electronic check,2,One year,9500-IWPXQ,Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,79.4,4820.55,No
2307,1,DSL,1,Electronic check,1,Month-to-month,9501-UKKNL,Male,0,No,No,59,No,No phone service,No,No,No,Yes,Yes,Yes,Yes,51.7,3005.8,No
2308,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9504-DSHWM,Male,0,No,No,20,Yes,Yes,Yes,No,No,Yes,No,No,No,59.2,1191.2,No
2309,1,DSL,2,Mailed check,1,Month-to-month,9505-SQFSW,Female,0,Yes,Yes,3,No,No phone service,No,Yes,No,No,No,Yes,No,40.3,92.5,No
2310,1,DSL,1,Electronic check,2,One year,9513-DXHDA,Male,0,No,No,27,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,81.7,2212.55,No
2311,1,DSL,1,Electronic check,1,Month-to-month,9514-JDSKI,Male,1,Yes,No,1,No,No phone service,No,Yes,No,No,Yes,No,No,40.2,40.2,Yes
2312,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9518-IMLHK,Male,0,No,No,31,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,72.45,2156.25,No
2313,1,DSL,1,Electronic check,1,Month-to-month,9522-BNTHX,Female,1,No,No,34,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,56.25,1765.95,No
2314,1,DSL,2,Mailed check,1,Month-to-month,9526-BIHHD,Male,0,No,No,1,No,No phone service,Yes,No,No,No,No,No,No,29.7,29.7,Yes
2315,1,DSL,1,Electronic check,1,Month-to-month,9530-EHPOH,Male,0,No,No,11,Yes,Yes,No,No,Yes,No,No,No,No,53.75,608,Yes
2316,1,DSL,1,Electronic check,3,Two year,9530-GRMJG,Male,0,Yes,Yes,70,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,84.1,5979.7,No
2317,1,DSL,2,Mailed check,1,Month-to-month,9537-VHDTA,Female,0,No,Yes,1,Yes,No,Yes,No,No,No,No,No,No,51.2,51.2,No
2318,1,DSL,3,Bank transfer (automatic),3,Two year,9541-PWTWO,Female,0,No,No,52,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,80.95,4233.95,No
2319,1,DSL,2,Mailed check,3,Two year,9548-LIGTA,Male,0,Yes,No,61,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,81.05,4747.65,No
2320,1,DSL,4,Credit card (automatic),3,Two year,9553-DLCLU,Female,0,No,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,88.95,1161.75,No
2321,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,Yes,No,No,No,No,No,Yes,54.45,1588.7,No
2322,1,DSL,1,Electronic check,1,Month-to-month,9555-SAHUZ,Female,0,Yes,Yes,38,Yes,No,Yes,Yes,No,No,No,No,No,54.5,2076.05,No
2323,1,DSL,3,Bank transfer (automatic),3,Two year,9560-BBZXK,Female,0,No,No,36,No,No phone service,Yes,No,No,No,No,No,No,31.05,1126.35,No
2324,1,DSL,2,Mailed check,1,Month-to-month,9564-KCLHR,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,No,No,51.25,51.25,Yes
2325,1,DSL,2,Mailed check,3,Two year,9565-FLVCG,Male,0,Yes,Yes,65,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,69.55,4459.15,No
2326,1,DSL,1,Electronic check,1,Month-to-month,9572-WUKSB,Male,0,Yes,No,3,No,No phone service,No,No,No,Yes,No,No,Yes,29.9,92.25,No
2327,1,DSL,2,Mailed check,1,Month-to-month,9577-WJVCQ,Female,0,No,No,68,Yes,Yes,Yes,No,No,No,No,No,No,54.45,3687.75,No
2328,1,DSL,4,Credit card (automatic),1,Month-to-month,9578-VRMNM,Female,0,No,No,16,Yes,Yes,No,No,Yes,No,No,Yes,Yes,65.2,1043.35,Yes
2329,1,DSL,2,Mailed check,2,One year,9581-GVBXT,Male,0,Yes,Yes,59,No,No phone service,Yes,No,Yes,No,No,No,No,34.8,1980.3,No
2330,1,DSL,1,Electronic check,1,Month-to-month,9588-OZDMQ,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,Yes,45.0,89.75,No
2331,1,DSL,1,Electronic check,1,Month-to-month,9591-YVTEB,Male,1,No,No,55,No,No phone service,Yes,Yes,No,No,Yes,No,Yes,44.85,2479.05,No
2332,1,DSL,2,Mailed check,2,One year,9592-ERDKV,Male,0,Yes,No,37,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,79.25,2911.8,No
2333,1,DSL,1,Electronic check,2,One year,9609-BENEA,Male,0,Yes,No,35,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,69.0,2441.7,No
2334,1,DSL,1,Electronic check,3,Two year,9610-WCESF,Male,0,No,No,67,No,No phone service,Yes,No,No,Yes,Yes,No,No,43.9,3097.2,No
2335,1,DSL,1,Electronic check,2,One year,9619-GSATL,Female,0,No,No,43,Yes,No,No,Yes,No,Yes,No,No,No,55.45,2444.25,No
2336,1,DSL,2,Mailed check,1,Month-to-month,9626-WEQRM,Female,0,No,No,4,No,No phone service,Yes,No,No,No,No,No,Yes,29.15,110.05,No
2337,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9631-XEYKE,Male,0,No,No,3,Yes,Yes,No,No,No,No,No,No,No,50.4,137.25,No
2338,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9633-DENPU,Female,0,Yes,No,47,Yes,No,No,Yes,No,No,Yes,No,Yes,58.6,2723.4,No
2339,1,DSL,1,Electronic check,1,Month-to-month,9637-EIHEQ,Female,0,No,No,1,Yes,No,No,No,No,Yes,No,No,Yes,50.8,50.8,Yes
2340,1,DSL,4,Credit card (automatic),1,Month-to-month,9638-JIQYA,Male,0,No,No,2,No,No phone service,No,No,No,No,No,No,Yes,24.9,49.7,No
2341,1,DSL,4,Credit card (automatic),2,One year,9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,No,No,Yes,No,No,Yes,No,60.6,3297,No
2342,1,DSL,4,Credit card (automatic),1,Month-to-month,9643-YBLUR,Male,0,Yes,No,9,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,69.05,653.95,No
2343,1,DSL,1,Electronic check,1,Month-to-month,9644-UMGQA,Male,0,Yes,Yes,6,Yes,No,Yes,No,No,No,No,No,Yes,49.15,295.65,No
2344,1,DSL,4,Credit card (automatic),1,Month-to-month,9661-MHUMO,Male,1,Yes,Yes,1,Yes,No,No,No,No,Yes,No,No,Yes,49.25,49.25,Yes
2345,1,DSL,1,Electronic check,1,Month-to-month,9667-EQRXU,Female,1,No,No,30,No,No phone service,No,No,Yes,No,Yes,No,Yes,40.3,1172.95,Yes
2346,1,DSL,2,Mailed check,1,Month-to-month,9667-TKTVZ,Female,0,No,No,2,Yes,Yes,No,No,No,Yes,No,No,Yes,54.35,117.05,No
2347,1,DSL,4,Credit card (automatic),2,One year,9670-BPNXF,Female,0,No,No,45,Yes,No,Yes,Yes,No,Yes,No,No,Yes,62.55,2796.45,No
2348,1,DSL,4,Credit card (automatic),3,Two year,9674-EHPPG,Male,0,Yes,No,46,No,No phone service,Yes,No,Yes,Yes,No,No,No,40.4,1842.7,No
2349,1,DSL,1,Electronic check,3,Two year,9675-ICXCT,Male,0,Yes,Yes,72,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,80.8,5728.55,No
2350,1,DSL,1,Electronic check,2,One year,9677-AVKED,Female,0,No,Yes,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,84.6,4449.75,No
2351,1,DSL,1,Electronic check,2,One year,9691-HKOVS,Female,0,Yes,No,55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90.15,4916.95,No
2352,1,DSL,1,Electronic check,1,Month-to-month,9693-XMUOB,Male,1,Yes,No,59,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,50.25,2997.45,No
2353,1,DSL,1,Electronic check,1,Month-to-month,9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,No,Yes,No,Yes,No,Yes,Yes,65.5,616.9,No
2354,1,DSL,3,Bank transfer (automatic),2,One year,9702-AIUJO,Male,0,Yes,Yes,50,Yes,No,No,No,No,No,No,No,Yes,44.8,2230.85,No
2355,1,DSL,3,Bank transfer (automatic),2,One year,9705-ZJBCG,Female,0,Yes,Yes,13,Yes,No,Yes,No,No,Yes,No,No,No,54.15,701.05,No
2356,1,DSL,4,Credit card (automatic),1,Month-to-month,9708-HPXWZ,Male,1,No,No,5,No,No phone service,No,No,Yes,Yes,Yes,No,No,45.4,214.75,No
2357,1,DSL,3,Bank transfer (automatic),3,Two year,9715-SBVSU,Male,0,Yes,Yes,14,Yes,No,Yes,Yes,No,No,No,Yes,Yes,61.4,815.55,No
2358,1,DSL,3,Bank transfer (automatic),2,One year,9720-JJJOR,Male,0,Yes,Yes,41,Yes,No,Yes,Yes,Yes,No,No,No,Yes,60.3,2511.3,No
2359,1,DSL,4,Credit card (automatic),2,One year,9730-DRTMJ,Male,0,Yes,No,32,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,72.8,2333.05,No
2360,1,DSL,1,Electronic check,1,Month-to-month,9732-KPKBW,Male,0,No,No,1,Yes,No,Yes,No,No,Yes,No,No,Yes,53.95,53.95,Yes
2361,1,DSL,1,Electronic check,1,Month-to-month,9734-UYXQI,Female,0,No,No,2,Yes,Yes,No,No,No,No,No,No,Yes,49.4,106.55,Yes
2362,1,DSL,1,Electronic check,1,Month-to-month,9743-DQKQW,Male,0,No,No,3,No,No phone service,No,No,No,No,No,No,No,25.1,79.8,No
2363,1,DSL,3,Bank transfer (automatic),2,One year,9746-YKGXB,Male,0,Yes,Yes,52,No,No phone service,Yes,No,Yes,No,No,Yes,No,44.25,2276.1,No
2364,1,DSL,2,Mailed check,2,One year,9750-BOOHV,Female,0,No,No,32,No,No phone service,Yes,No,No,No,No,No,No,30.15,927.65,No
2365,1,DSL,1,Electronic check,1,Month-to-month,9752-ZNQUT,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,No,Yes,48.6,48.6,No
2366,1,DSL,4,Credit card (automatic),1,Month-to-month,9754-CLVZW,Female,0,Yes,Yes,26,No,No phone service,Yes,Yes,No,Yes,No,No,No,38.85,1025.15,No
2367,1,DSL,3,Bank transfer (automatic),3,Two year,9755-JHNMN,Female,0,No,No,49,Yes,No,Yes,Yes,Yes,Yes,No,No,No,67.4,3306.85,No
2368,1,DSL,3,Bank transfer (automatic),2,One year,9758-MFWGD,Female,1,Yes,Yes,48,No,No phone service,No,Yes,No,No,No,No,No,29.9,1388.75,No
2369,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9761-XUJWD,Male,0,No,No,5,Yes,No,No,Yes,No,Yes,No,Yes,Yes,65.6,339.9,No
2370,1,DSL,2,Mailed check,1,Month-to-month,9763-GRSKD,Male,0,Yes,Yes,13,Yes,No,Yes,No,No,No,No,No,Yes,49.95,587.45,No
2371,1,DSL,1,Electronic check,3,Two year,9769-TSBZE,Female,0,No,Yes,70,Yes,Yes,Yes,Yes,No,Yes,No,No,No,66.0,4891.5,No
2372,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,84.8,2309.55,No
2373,1,DSL,4,Credit card (automatic),3,Two year,9778-OGKQZ,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,92.0,6782.15,No
2374,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9780-FKVVF,Male,0,No,No,6,Yes,No,Yes,No,No,No,No,Yes,Yes,59.15,336.7,No
2375,1,DSL,3,Bank transfer (automatic),1,Month-to-month,9782-LGXMC,Female,0,Yes,Yes,49,Yes,No,Yes,No,Yes,Yes,No,No,No,61.75,3024.15,No
2376,1,DSL,2,Mailed check,3,Two year,9786-YWNHU,Female,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,No,No,No,63.55,4014.2,No
2377,1,DSL,4,Credit card (automatic),3,Two year,9795-NREXC,Female,0,Yes,No,64,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,85.0,5484.4,No
2378,1,DSL,4,Credit card (automatic),3,Two year,9795-SHUHB,Female,0,Yes,Yes,66,Yes,No,Yes,Yes,No,Yes,No,No,Yes,58.2,3810.8,No
2379,1,DSL,4,Credit card (automatic),2,One year,9795-VOWON,Male,0,No,No,7,No,No phone service,No,No,No,No,No,No,Yes,24.35,150.85,No
2380,1,DSL,2,Mailed check,3,Two year,9796-MVYXX,Female,1,No,No,14,No,No phone service,Yes,No,Yes,Yes,No,No,No,39.7,692.35,No
2381,1,DSL,2,Mailed check,2,One year,9798-DRYDS,Female,0,Yes,Yes,17,Yes,Yes,No,No,Yes,Yes,No,No,Yes,61.95,1070.7,No
2382,1,DSL,4,Credit card (automatic),2,One year,9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,66.85,4748.7,No
2383,1,DSL,4,Credit card (automatic),1,Month-to-month,9820-RMCQV,Female,0,No,No,11,Yes,No,Yes,No,No,No,No,No,No,48.55,501,Yes
2384,1,DSL,1,Electronic check,1,Month-to-month,9822-BIIGN,Male,0,Yes,Yes,53,Yes,Yes,Yes,No,No,Yes,No,Yes,No,71.85,3827.9,No
2385,1,DSL,1,Electronic check,1,Month-to-month,9822-OAOVB,Female,0,No,No,1,Yes,No,No,No,No,No,No,Yes,Yes,55.45,55.45,No
2386,1,DSL,3,Bank transfer (automatic),3,Two year,9823-EALYC,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,80.85,5727.45,No
2387,1,DSL,1,Electronic check,1,Month-to-month,9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,Yes,45.7,45.7,Yes
2388,1,DSL,1,Electronic check,1,Month-to-month,9828-QHFBK,Male,0,No,No,24,Yes,No,Yes,No,No,No,No,No,Yes,51.15,1275.7,No
2389,1,DSL,2,Mailed check,2,One year,9830-ECLEN,Male,0,Yes,Yes,58,No,No phone service,Yes,Yes,Yes,No,Yes,No,No,50.0,2919.85,No
2390,1,DSL,1,Electronic check,1,Month-to-month,9839-ETQOE,Male,0,No,Yes,43,No,No phone service,Yes,Yes,Yes,No,No,No,Yes,40.45,1912.85,No
2391,1,DSL,2,Mailed check,1,Month-to-month,9842-EFSYY,Female,0,No,Yes,4,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,Yes,57.2,223.75,No
2392,1,DSL,1,Electronic check,1,Month-to-month,9853-JFZDU,Female,0,Yes,No,35,Yes,No,No,Yes,No,Yes,No,No,No,56.85,1861.1,No
2393,1,DSL,4,Credit card (automatic),1,Month-to-month,9862-KJTYK,Male,0,No,Yes,19,No,No phone service,No,No,No,No,No,No,Yes,25.35,566.1,No
2394,1,DSL,2,Mailed check,1,Month-to-month,9863-JZAIC,Male,0,No,No,35,Yes,No,No,No,No,No,Yes,No,No,55.0,2010.55,Yes
